"Дата","Название","ИНН","Адрес","Сайт","Признаки, установленные Банком России","Деятельность прекращена","Дополнительно"
2021-09-07,"Aplore",,,"aplore.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Arkaimvip",,,"arkaimvip.com","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Artfin, Vesta Future OU",,,"artfin.trade","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Asgard, Asgard Invest",,,"asgard.su, аsgardInvest.org, asgardinvest.club","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Capital Invest",,,"capitalinvestbv.ru","Признаки нелегального кредитора",0,
2021-09-07,"Capital-Pro",,,"capital-pro.club, trade.capital-pro.club","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Cartel",,,"cartel-official.com","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Cash Flow Fund",,,"cashflow.bz, cashflow.fund","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Coast Capital Group",,,"coastcapitalgroup.ru","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Crypto Alliance",,,"crypto-alliance.cc","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Dtrex, Dtrex Ltd",,,"dtrex.com, my.dtrex.com, dtrex.pro","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Endurance Enterprises",,,"personal.endurancefx.com, endurancefx.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"EZ Visa, Ez-Visa",,,"ez-visa.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"FC-LTD",,,"fc-ltd.com, trade.fc-ltd.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"FIVE VELES INVEST, Veles House Limited, 5velesinvest",,,"5velesinvest.money","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Flyx365",,,"flyx365.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"FXCore, Lollygag Partners LTD",,,"fxcore.trade, fxcore.co, fxcore.world","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"FXCR, FXCR Limited",,,"fx-crypto.org, fxcrypto.org, fxcrypto.pro, fxcrypto.in","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Global Success management",,,"globalsuccessmanagement.com","Признаки ""финансовой пирамиды""",0,
2021-09-07,"GLOBALM-S",,,"globalm-s.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Gold Mining Tech Incorporation",,"191036, г. Санкт-Петербург, Лиговский пр-т, д. 10/118, офисы 205, 234","gmtasia.cn, new.gmtasia.cn","Признаки ""финансовой пирамиды""",0,
2021-09-07,"GoldGame.su",,,"GoldGame.su","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Group Fundz",,,"groupfundz.com, groupfundz.net","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Harlex",,,"harlex.pro, harlex.org","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Idea-LFD",,,"idealfd.com, trade.idealfd.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"International Trust Group, NIO Markets Ltd, ITG",,,"intl-tg.com, trading.intl-tg.com, terminal.intl-tg.com, intl-tg.biz","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"InvestSwift",,,"investswift.com, trade.investswift.com, investswift.net","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"IsRate, Rate Ltd",,,"israte.com, trade.israte.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"LibBit",,,"trade.libbit.org","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Londonstex, London Stex Ltd",,,"londonstex.com, londonstex.ltd","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"LTD MINING",,,"ltd-mining.com","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Madis Capital, Caden Corp Ltd",,,"madiscap.com, customer.madiscap.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Magic Trading, magic.trading, Magic Trading Group Limited",,,"magic.trading, magic-trading.pro, magic-trading.company, magic-trading.eu","Признаки ""финансовой пирамиды""",0,
2021-09-07,"MDTX, Modatex trade company, ООО ""МОДАТЕКС""",,,"www.investmdtx.ru, www.mdtx.ru","Признаки ""финансовой пирамиды""",0,
2021-09-07,"MoneyBitch.ru",,,"MoneyBitch.ru","Признаки ""финансовой пирамиды""",0,
2021-09-07,"NiceCash",,,"nicecash.space","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Pandex",,,"pandex-fx.com, tradersroom.pandex-fx.com, webtrader.pandex-fx.com, fx-pandex.com, tradersroom.fx-pandex.com, webtrader.fx-pandex.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"PMP-Trust",,,"pmptrust.com, trade.pmptrust.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Profitbot",,,"profit-bot.com","Признаки ""финансовой пирамиды""",0,
2021-09-07,"PROFIT-MAX, PROFITMAX Limited",,,"profit-max.net","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Reserve-finance",,,"reserve-finance.ru, reserve-finance.com","Признаки нелегального кредитора",0,
2021-09-07,"Roboglobal",,,"Roboglobal.ru","Признаки ""финансовой пирамиды""",0,
2021-09-07,"SinglUp",,,"singlup.com, trade.singlup.com, singlup.co, trade.singlup.co, singlup.top, trade.singlup.top","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"STI, Stoktradeinvest Ltd",,,"stokoptions.com, platform.stokoptions.com, stoktradeinvest.com, stoktrade-invest.com, platform.stoktrade-invest.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Stock Brokerage Investment Group, SB Investment Group LTD",,,"sbigr.com, my.sbigr.com, webtrader.sbigr.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"STS Capital, STSCapital LLC",,,"sts-capital.com, sts-capital.online","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Sun Project",,,"sunprojjects.ru","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Swiss Markets",,,"swissmarkets.com, global.swissmarkets.com, swissmarkets-id.com, global.swissmarkets-id.com, dashboard-global.swissmarkets-id.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"To The Mars, To The Moon, TTM Group",,,"mars.tothemoon.social, tothemars.finance, tothemoon.game, platform.tothemoon.game, app.tothemars.finance","Признаки ""финансовой пирамиды""",0,
2021-09-07,"To The Money",,,"tothemoney.com","Признаки ""финансовой пирамиды""",0,
2021-09-07,"ToresBusiness",,,"ToresBusiness.com","Признаки ""финансовой пирамиды""",0,
2021-09-07,"Unit-Club",,,"unit-club.com, unit-club.ltd","Признаки ""финансовой пирамиды""",0,
2021-09-07,"USGForex, United Strategic International LLC",,,"www.usgforex.com, www.usgfx.global, www.usgfx-group.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Viridian Select",,,"viridianent.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-09-07,"Weliux, Trinityfair LTD",,,"cd.iq-finance.co, weliux.com, platform.weliux.finance, weliux.online","Признаки нелегального профессионального участника рынка ценных бумаг",0,
